30 0.000752625
50 0.00248008
70 0.00623817
90 0.012871
110 0.022408
130 0.0360285
150 0.0538098
170 0.0774835
190 0.106573
210 0.142587
230 0.186049
250 0.235957
270 0.296734
290 0.365689
310 0.44349
330 0.531942
350 0.631687
370 0.744142
390 0.869155
410 1.02783
430 1.15731
450 1.32912
470 1.51033
490 1.70119
510 1.92144
530 2.15358
550 2.39333
570 2.68081
590 2.945
610 3.26543
630 3.59917
