30 0.000648042
50 0.00245713
70 0.00634208
90 0.0126292
110 0.0227314
130 0.036359
150 0.0545373
170 0.0782694
190 0.108078
210 0.143562
230 0.187529
250 0.252157
270 0.301459
290 0.369926
310 0.450567
330 0.548796
350 0.639203
370 0.779715
390 0.896175
410 1.03304
430 1.19456
450 1.3452
470 1.59399
490 1.84464
510 2.67062
530 2.43992
550 2.72214
570 3.13893
590 3.06193
610 3.40441
630 3.67615
